"visit_date","utm_source","utm_medium","utm_campaign","visitors_count","total_cost","leads_count","purchases_count","revenue"
2023-06-29 00:00:00.000,yandex,cpc,base-professions-retarget,2,756,0,0,
2023-06-30 00:00:00.000,yandex,cpc,prof-frontend,16665,8777175,0,0,
2023-06-30 00:00:00.000,yandex,cpc,prof-python,13067,6735412,0,0,
2023-06-30 00:00:00.000,yandex,cpc,prof-java,8000,4633500,0,0,
2023-06-30 00:00:00.000,yandex,cpc,freemium,6200,3572200,0,0,
2023-06-30 00:00:00.000,yandex,cpc,base-python,1309,860398,0,0,
2023-06-30 00:00:00.000,yandex,cpc,base-java,704,469632,0,0,
2023-06-30 00:00:00.000,yandex,cpc,base-frontend,555,304547,0,0,
2023-06-30 00:00:00.000,yandex,cpc,prof-professions-brand,301,121303,0,0,
2023-06-30 00:00:00.000,yandex,cpc,dod-qa,55,32550,0,0,
2023-06-30 00:00:00.000,vk,cpc,prof-java,42,105406,0,0,
2023-06-30 00:00:00.000,yandex,cpc,prof-professions-retarget,38,24605,0,0,
2023-06-30 00:00:00.000,vk,cpc,freemium-python,36,25212,3,0,
2023-06-30 00:00:00.000,vk,cpc,prof-python,28,34923,0,0,
2023-06-30 00:00:00.000,vk,cpc,freemium-frontend,24,20312,0,0,
2023-06-30 00:00:00.000,vk,cpc,prof-frontend,24,25836,4,0,
2023-06-30 00:00:00.000,vk,cpc,base-python,18,6852,0,0,
2023-06-30 00:00:00.000,vk,cpc,freemium-java,8,6096,0,0,
2023-06-30 00:00:00.000,yandex,cpc,base-professions-retarget,5,3040,0,0,
